Title,Image_Name,Cleaned_Ingredients,ingredient_list,multi_hot
Open-Face Crab Burgers with Red Pepper Dressing,open-face-crab-burgers-with-red-pepper-dressing-352591,"['1/4 cup mayonnaise (preferably organic)', '2 green onions, thinly sliced', '2 tablespoons minced drained roasted red pepper from jar', '1 tablespoon fresh lemon juice', '1 tablespoon ketchup (preferably organic)', '1 tablespoon hot chili sauce (such as sriracha)*', '1/4 teaspoon finely grated lemon peel', '1/4 cup mayonnaise (preferably organic)', '1 large egg', '2 tablespoons fresh lemon juice', '1 tablespoon ketchup', '1 teaspoon finely grated lemon peel', '1 teaspoon hot chili sauce (such as sriracha)*', '1/2 teaspoon coarse kosher salt', '2 tablespoons minced drained roasted red pepper from jar', '1 green onion, thinly sliced', '1 pound fresh lump crabmeat, picked over', '1 3/4 cups panko (Japanese breadcrumbs),* divided', '3 3-to 4-inch ciabatta rolls, halved horizontally', '2 tablespoons (1/4 stick) butter plus more for rolls', '2 tablespoons grapeseed oil or vegetable oil', '6 crisp heart of romaine lettuce leaves', 'trimmed to 6-inch length']","['mayonnaise', 'green onions', 'red pepper', 'lemon juice', 'ketchup', 'chili sauce', 'sriracha', 'lemon peel', 'egg', 'kosher salt', 'green onion', 'lump crabmeat', 'panko', 'bread', 'ciabatta roll', 'butter', 'grapeseed oil', 'romaine lettuce leaves']",[0 0 0 ... 0 0 0]
"Long Bean, Cucumber, and Tomato Salad",long-bean-cucumber-and-tomato-salad-380632,"['2 dried Thai chiles, soaked for 2 minutes in warm water, drained', '3 small garlic cloves, crushed', '1/4 lime, cut into 3 wedges', '1 tablespoon palm sugar or granulated sugar', '1 tablespoon dried tiny shrimp', '9 long beans (2 1/2 ounces) or green beans, trimmed, cut into 2 1/2"" lengths', '2 kirby cucumbers or 1 English hothouse cucumber, coarsely chopped into 1"" pieces', '2 tablespoons Thai fish sauce (nam pla)', '2 tablespoons fresh lime juice', '6 cherry tomatoes, halved', '2 tablespoons crushed roasted', 'unsalted peanuts']","['thai chiles', 'garlic', 'lime', 'palm sugar', 'shrimp', 'beans', 'kirby cucumbers', 'thai fish sauce', 'lime juice', 'cherry tomatoes', 'ed roasted', 'peanuts']",[0 0 0 ... 0 0 0]
Molten Peanut Butter and Chocolate Fondant Cakes,molten-peanut-butter-and-chocolate-fondant-cakes-56390085,"['7 ounces dark chocolate, chopped', '7 tablespoons unsalted butter, chopped', '2 eggs', '2 egg yolks', '1/2 cup superfine sugar', '1/4 cup all-purpose flour, sifted', '8 tablespoons smooth peanut butter', 'Cocoa powder, for dusting', 'Four (1-cup) dariole molds (or other 1-cup baking molds)']","['dark chocolate', 'ted butter', 'eggs', 'egg yolks', 'sugar', 'all-purpose flour', 'peanut butter', 'cocoa powder', 'dariole molds']",[0 0 0 ... 0 0 0]
Fried Plantain Chips With Lime Sour Cream and Mango Hot Sauce,fried-plantain-chips-with-lime-sour-cream-and-mango-hot-sauce,"['2 tablespoons sunflower oil or other neutral oil', '4 medium shallots, finely chopped', '3 Scotch Bonnet chiles, or to taste, cored, seeded, and finely chopped (see Note)', '3 garlic cloves, chopped', '1 (¼-inch) piece fresh turmeric, peeled and finely chopped, or 1 teaspoon ground turmeric', '¼ cup chopped fresh mango', '¼ teaspoon sea salt, plus more to taste', '¼ cup sugarcane vinegar or apple cider vinegar', '¼ cup orange juice', '1 cup sour cream', '½ teaspoon lime zest', '1 tablespoon fresh lime juice', '1 teaspoon sea salt', 'Vegetable oil, for frying', '6 green plantains', 'Sea salt and freshly ground black pepper']","['sunflower oil', 'shallots', 'scotch bonnet chiles', 'garlic', 'turmeric', 'mango', 'sea salt', 'sugar', 'vinegar', 'orange juice', 'cream', 'lime zest', 'lime juice', 'vegetable oil', 'green plantains', 'black pepper']",[0 0 0 ... 0 0 0]
White Fish Terrine with Salmon Roe and Dill,white-fish-terrine-with-salmon-roe-and-dill-233244,"['1 1/4 lb skinless cod, scrod, or gray sole fillets, well chilled', '2 teaspoons kosher salt or 1 teaspoon table salt', '1/4 teaspoon white pepper', '1/4 teaspoon freshly grated nutmeg', '1 large egg white', '2 cups chilled heavy cream', '2 tablespoons minced fresh dill', '3 tablespoons salmon roe', 'Accompaniment:beurre blanc', 'a 4-cup terrine mold or loaf pan; a tamis (drum sieve) with 30 to 40 holes per square centimeter*; a slightly flexible bowl scraper; a kitchen scale; an offset spatula; an instant-read thermometer']","['kosher salt', 'white pepper', 'nutmeg', 'egg white', 'ed heavy cream', 'dill', 'salmon roe', 'beurre blanc', 'terrine mold']",[0 0 0 ... 0 0 0]
Sake-Braised Mustard Greens with Sesame,sake-braised-mustard-greens-with-sesame,"['¼ cup toasted sesame oil', '6 garlic cloves, thinly sliced', '4 large bunches mustard greens or kale, ribs and stems removed, leaves torn into large pieces', '½ cup sake or dry white wine', '1 Tbsp. finely grated lemon zest', 'Kosher salt', 'Toasted sesame seeds (for serving)']","['sesame oil', 'garlic', 'mustard greens', 'sake', 'lemon zest', 'kosher salt', 'sesame seeds']",[0 0 0 ... 0 0 0]
Yogurt-Lime Sorbet,yogurt-lime-sorbet-51245250,"['2 cups plain whole-milk yogurt', '1 1/2 cups simple syrup', '1 teaspoon finely grated lime zest', '3 tablespoons fresh lime juice', '1/2 cup water in a medium bowl', 'seeds from 1/2 vanilla bean', 'Ice cream maker']","['whole-milk yogurt', 'syrup', 'lime zest', 'lime juice', 'water', 'seeds', 'vanilla be', 'ice cream maker']",[0 0 0 ... 0 0 0]
Shrimp and Mango Salad,shrimp-and-mango-salad-353592,"['1 pound grilled shrimp , chopped', '3 large mangoes, peeled and cut into chunks', '1/2 red bell pepper, minced', '1/2 small red onion, thinly sliced', '3 tablespoons chopped cilantro', '1/2 jalapeño pepper, seeded and chopped (optional)', 'Juice of 2 large limes', 'Salt to taste']","['ed shrimp', 'mangoes', 'red bell pepper', 'red onion', 'cilantro', 'jalapeño pepper', 'juice', 'lime', 'salt']",[0 0 0 ... 0 0 0]
Curried Chickpea and Lentil Dal,curried-chickpea-and-lentil-dal,"['1/4 cup extra-virgin olive oil', '2 Tbsp. mustard seeds', '1/2 tsp. ground turmeric', 'Pinch of cayenne pepper', 'Kosher salt', '1 small shallot, finely chopped', '3 Tbsp. chopped golden raisins', '2 Tbsp. finely chopped cilantro stems', '1 Tbsp. fresh lime juice', '1 Tbsp. extra-virgin olive oil', 'Kosher salt, freshly ground pepper', '3 Tbsp. virgin coconut oil', '2 medium onions, coarsely chopped', '2 heads of garlic, halved crosswise', '1 (3"") piece ginger, peeled, thinly sliced', '1 Tbsp. curry powder', '1/2 tsp. cayenne pepper', '1 1/2 cups dried chickpeas, soaked overnight, drained', '2 (13.5-oz.) cans unsweetened coconut milk', '1 1/2 cups split red lentils', 'Store-bought unsweetened toasted coconut flakes', 'thinly sliced Fresno or serrano chiles', 'and/or cilantro leaves (for serving; optional)']","['extra-virgin olive oil', 'mustard seeds', 'turmeric', 'cayenne pepper', 'kosher salt', 'shallot', 'golden raisins', 'cilantro stems', 'lime juice', 'pepper', 'virgin coconut oil', 'onions', 'garlic', 'ginger', 'curry powder', 'chickpeas', 'ed coconut milk', 'red lentils', 'coconut flakes', 'fre', 'cilantro']",[0 0 0 ... 0 0 0]
Chicken Tostadas with Radish Slaw,chicken-tostadas-with-radish-slaw-51166400,"['fresh orange juice, 2/3 cup (5 fl oz/150 ml)', 'fresh lime juice, 3 tbsp', 'achiote paste, 3 tbsp', 'yellow onion, 1 small, chopped', 'garlic, 2 cloves, chopped', 'dried oregano, 1/2 tsp', 'boneless, skinless chicken thighs, 2 lb (1 kg)', 'kosher salt and freshly ground pepper', 'radishes, 2 1/2 cups (about 18) trimmed, halved, and thinly sliced', 'green onions, 2, thinly sliced', 'fresh cilantro, 1/3 cup (1/2 oz/15 g) chopped', 'fresh lime juice, 1 tbsp', 'corn oil, for frying', 'corn tortillas, 12, each 4 inches (10 cm) in diameter', 'cotija cheese, 3 oz (90 g), crumbled', 'avocados', '2 large', 'halved', 'pitted', 'peeled', 'and sliced']","['orange juice', 'lime juice', 'achiote paste', 'yellow onion', 'garlic', 'oregano', 'chicken thighs', 'kosher salt', 'pepper', 'radishes', 'green onions', 'cilantro', 'corn oil', 'corn tortillas', 'cotija cheese', 'avocados']",[0 0 0 ... 0 0 0]
Crispy Gnocchi With Littleneck Clams,crispy-gnocchi-with-littleneck-clams,"['2 1/2 pounds russet potatoes (about 4 large), scrubbed', '2 pounds littleneck clams, scrubbed', '3/4 cup all-purpose flour, plus more for dusting', '2 teaspoons Diamond Crystal or 1 1/2 teaspoons Morton kosher salt, plus more', '1 large egg, beaten to blend', '1/2 cup (1 stick) unsalted butter', '2 tablespoons olive oil', '4 garlic cloves, thinly sliced', '2 teaspoons fresh lemon juice', 'Freshly ground black pepper', '2 tablespoons finely chopped chives', 'A potato ricer']","['russet potatoes', 'littleneck clams', 'all-purpose flour', 'diamond crystal', 'egg', 'blend', 'ted butter', 'olive oil', 'garlic', 'lemon juice', 'black pepper', 'chives', 'potato ricer']",[0 0 0 ... 0 0 0]
Grilled Chicken Caesar Sandwiches,grilled-chicken-caesar-sandwiches,"['1 Tbsp. Dijon mustard', '2 tsp. Worcestershire sauce', '2 garlic cloves, finely grated', '2 Tbsp. plus 2 tsp. fresh lemon juice', '2 tsp. freshly ground black pepper, plus more', '1/3 cup plus 2 tsp. extra-virgin olive oil; plus more for grill', '6 Tbsp. mayonnaise', '1/4 cup chopped cornichons (about 9)', 'Kosher salt', '4 large skinless, boneless chicken thighs (about 1 1/2 lb. total)', '4 brioche buns, split', '1 medium fennel bulb, halved, thinly sliced, fronds coarsely chopped', '1 cup basil leaves', 'torn if large']","['dijon mustard', 'worcestershire sauce', 'garlic', 'lemon juice', 'black pepper', 'extra', 'vir', 'olive oil', 'mayonnaise', 'cornichons', 'kosher salt', 'chicken thighs', 'brioche buns', 'fennel bulb', 'basil leaves']",[0 0 0 ... 0 0 0]
Sweet Preserved Pumpkin,sweet-preserved-pumpkin-51116800,"['One 7- to 8-pound pumpkin', '1/2 to 3/4 cup cal (slaked lime)', '4 or 5 short chunks (3 to 4 inches) fresh sugarcane, optional', '3 1/2 pounds Mexican brown loaf sugar (panela or piloncillo) or 3 1/2 pounds (about 8 cups) dark brown sugar', '2 teaspoons allspiece berries, bruised', '1 6-inch piece canela']","['pumpkin', 'cal', 'lime', 'sugarcane', 'mexican brown loaf sugar', 'allspiece berries', 'canela']",[0 0 0 ... 0 0 0]
Brussels Sprout Tacos with Spicy Peanut Butter,brussels-sprout-tacos-with-spicy-peanut-butter,"['3 Tbsp. fish sauce', '1 cup unseasoned rice vinegar', '1/4 cup sliced scallions', '1 1/2"" piece ginger, peeled, finely grated', 'Kosher salt', '2 Tbsp. Aleppo-style pepper or 1 Tbsp. crushed red pepper flakes', '3/4 cup unsalted, roasted peanuts plus 1/4 cup crushed', 'Kosher salt', '1 lb. brussels sprouts, preferably small ones, trimmed, divided', '1 cup vegetable oil', '8 (6"") corn tortillas', '1/4 cup finely chopped white onion', 'Sliced avocado', 'sliced serrano chiles', 'cilantro leaves with tender stems', 'flaky sea salt', 'and lime wedges (for serving)']","['fish sauce', 'rice vinegar', 'scallions', 'ginger', 'kosher salt', 'ale', 'pepper', 'peanuts', 'brussels sprouts', 'vegetable oil', 'corn tortillas', 'white onion', 'avocado', 'serrano chiles', 'cilantro', 'flaky sea salt', 'lime wed']",[0 0 0 ... 0 0 0]
Confit Duck Legs,confit-duck-legs-243544,"['1 large head garlic, left unpeeled, plus 4 large cloves, divided', '1/4 cup kosher salt', '1 tablespoon finely chopped thyme', '1 teaspoon Quatre épices (French four-spice blend)', '2 large shallots, finely chopped (1/4 cup)', '2 Turkish bay leaves or 1 California, crumbled', '6 fresh Moulard, Muscovy, or Long Island (Pekin) duck legs (5 pounds total)', '2 whole cloves', '5 (7-ounce) containers rendered duck fat', 'Equipment: a deep-fat thermometer']","['head garlic', 'kosher salt', 'thyme', 'quatre épices', 'shallots', 'turkish bay', 'moulard', 'du', 'cloves', 'd duck fat', 'thermometer']",[0 0 0 ... 0 0 0]
Brothy Beans and Farro with Eggs and Mushrooms,brothy-beans-and-farro-with-eggs-and-mushrooms,"['1 small onion, unpeeled, halved', '1 medium carrot, peeled', '4 garlic cloves, 1 smashed, 3 finely chopped', '1 1/2 cups dried gigante, runner, or lima beans, soaked overnight, drained', '1 cup farro or spelt, soaked overnight, drained', 'Kosher salt', '2 red Fresno chiles, seeds removed, finely chopped', '1/3 cup plus 3 tablespoons extra-virgin olive oil', '2 tablespoons finely chopped rosemary', '8 ounces maitake or shiitake mushrooms, torn into bite-size pieces', '2 teaspoons Sherry vinegar or red wine vinegar', 'Freshly ground black pepper', '4 large egg yolks', 'room temperature']","['onion', 'carrot', 'garlic', 'gigante', 'be', 'farro', 'kosher salt', 'red fresno chiles', 'extra', 'virgin olive oil', 'rosemary', 'maitake', 'sherry vinegar', 'black pepper', 'egg yolks']",[0 0 0 ... 0 0 0]
Grilled Heirloom Tomato and Mozzarella Sandwiches with Green Heirloom Tomato Gazpacho,grilled-heirloom-tomato-and-mozzarella-sandwiches-with-green-heirloom-tomato-gazpacho-360751,"['1 pound ripe green heirloom tomatoes, cored, cut into large chunks', '1 6-inch piece unpeeled English hothouse cucumber, diced', '1/2 cup chopped onion', '1/2 cup chopped celery', '1/2 cup salted roasted Marcona almonds', '2 tablespoons extra-virgin olive oil', '2 large garlic cloves, peeled', '1 tablespoon Champagne vinegar or other white wine vinegar', '1 teaspoon (or more) coarse kosher salt', '8 1/3-inch-thick slices brioche or challah, trimmed to 5x3 inches', '1 8-ounce package smoked mozzarella cheese, cut into 1-inch-wide by 1/8-inch-thick slices', '2 large heirloom tomatoes (preferably Brandywine), cut into 1/4-inch slices', '1/4 cup (1/2 stick) butter']","['green heirloom tomatoes', 'english hothouse cucumber', 'onion', 'celery', 'marcona almonds', 'extra-virgin olive oil', 'garlic', 'champagne vinegar', 'kosher salt', 'brioche', 'mozzarella cheese', 'heirloom tomatoes', 'butter']",[0 0 0 ... 0 0 0]
Zinfandel-Braised Beef Short Ribs with Rosemary-Parsnip Mashed Potatoes,zinfandel-braised-beef-short-ribs-with-rosemary-parsnip-mashed-potatoes-352635,"['3 tablespoons room-temperature butter, divided', '8 3-to 4-inch-long meaty beef short ribs (about 4 pounds)', 'Coarse kosher salt', '2 1/2 cups chopped red onions', '2 cups 1/2-inch cubes peeled parsnips', '6 garlic cloves, chopped', '2 tablespoons chopped fresh rosemary', '1 750-ml bottle Zinfandel', '2 cups low-salt beef broth', '1 tablespoon all purpose flour', '3 tablespoons room-temperature butter, divided', '3 pounds russet potatoes, peeled, cut into 1-inch cubes', '1 pound large parsnips, peeled, cut into 3/4-inch cubes', '1 cup whole milk', '6 tablespoons (3/4 stick) butter', '1 tablespoon chopped fresh rosemary']","['e butter', 'beef short rib', 'kosher salt', 'red onions', 'cubes', 'parsnips', 'garlic', 'rosemary', 'zinfandel', 'beef broth', 'all purpose flour', 'russet potatoes', 'milk', 'butter']",[0 0 0 ... 0 0 0]
Tom Kha Gai (Chicken Coconut Soup),tom-kha-gai-em-chicken-coconut-soup-em-51187240,"['2 stalks fresh lemongrass, tough outer layers removed', '1 1"" piece ginger, peeled', '10 kaffir lime leaves, or use 1 tablespoon lime zest and 1/4 cup lime juice', '6 cups low-sodium chicken broth', '1 1/2 pounds skinless, boneless chicken thighs, cut into 1"" pieces', '8 ounces shiitake, oyster, or maitake mushrooms, stemmed, caps cut into bite-size pieces', '1 13.5-ounce can coconut milk', '2 tablespoons fish sauce', '1 teaspoon sugar', 'Chili oil, cilantro leaves with tender stems, and lime wedges (for serving)', 'Cilantro leaves with tender stems', 'Lime wedges']","['lemongrass', 'ginger', 'r lime', 'chicken broth', 'chicken thighs', 'shiitake', 'oy', 'coconut milk', 'fish sauce', 'sugar', 'chili oil', 'cilantro', 'lime', 'cilantro leaves', 'lime wedges']",[0 0 0 ... 0 0 0]
Cider-Braised Pheasant with Pearl Onions and Apples,cider-braised-pheasant-with-pearl-onions-and-apples-236322,"['1/2 cup extra-virgin olive oil', '5 tablespoons fresh ginger, peeled and roughly chopped', '3 tablespoons fresh tarragon leaves, whole', '1/2 cup freshly squeezed orange juice (from 1 1/2 oranges)', '3 tablespoons finely grated orange zest (from 1 1/2 oranges)', 'Large pinch kosher salt', '1/4 teaspoon freshly ground black pepper', '3 (3-pound) pheasants, each rinsed inside and out, patted dry, cut into 6 pieces', '1 teaspoon kosher salt', '1 teaspoon freshly ground black pepper', '3 tablespoons extra-virgin olive oil', '1 tablespoon unsalted butter', '3 large yellow onions, halved and thinly sliced (about 6 cups)', '1 bay leaf', '1 teaspoon fennel seeds', '1 teaspoon table salt', 'Pinch sugar', '2 to 3 cups low-sodium chicken broth, plus additional, if necessary', '2 cups apple cider', '1 cup dry white wine', '3 Granny Smith apples, peeled, cored, and diced', '10 ounces pearl onions, root ends trimmed', '1 tablespoon extra-virgin olive oil', '1 Granny Smith apple, peeled, cored, and cut into 1-inch cubes', '2 teaspoons sugar', 'Pinch kosher salt', 'Pinch freshly ground black pepper', '3 tablespoons apple cider', 'Fresh tarragon leaves', 'chopped']","['extra-virgin olive oil', 'ginger', 'tarragon leaves', 'orange juice', 'orange zest', 'kosher salt', 'black pepper', 'pheasants', 'ted butter', 'yellow onions', 'bay leaf', 'fennel seeds', 'table salt', 'sugar', 'chicken broth', 'apple cider', 'white wine', 'granny smith apples', 'pearl onions', 'granny smith apple']",[0 0 0 ... 0 0 0]
Christmas Caipirinhas,christmas-caipirinhas-350785,"['Peel from 4 large limes (green part only; removed with vegetable peeler in 2-inch-long strips)', '1 cup fresh lime juice', '8 1/4-inch-thick slices peeled fresh ginger', '1/4 cup sugar', '30 large fresh mint leaves plus 10 fresh mint sprigs for garnish', '1 cup Brazilian rum (such as cachaça)', '3 cups ice cubes plus additional for serving', '5 cups ginger beer or ginger ale']","['peel', 'lime', 'lime juice', 'ginger', 'sugar', 'mint', 'brazilian rum', 'ca', 'ice cubes', 'ginger beer']",[0 0 0 ... 0 0 0]
Steamed Egg Custard with Blue Crab and Flowering Chives,steamed-egg-custard-with-blue-crab-and-flowering-chives-350210,"['3 large dried Chinese black mushrooms', '2 1/3 cups water', '1 (4-inch) piece kombu (dried kelp)', '2 tablespoons bonito flakes', '6 large eggs', '1/4 cup heavy cream', '1 1/2 teaspoons Shaoxing wine', '1 1/2 teaspoons dry Oloroso Sherry', '1 1/2 teaspoons soy sauce', '1 teaspoon kosher salt', '1/4 teaspoon sugar', '1/2 teaspoon Asian sesame oil', '18 flowering Chinese chives, tough bottoms discarded', '1/2 pound jumbo lump crabmeat, picked over', '1/2 teaspoon Asian sesame oil', '1/4 teaspoon sugar', '3/4 teaspoon kosher salt', '1 1/2 teaspoons Shaoxing wine', '1 tablespoon dry Oloroso Sherry', 'Pinch of white pepper', 'Equipment: 8 (4- to 5-ounce) bowls or ramekins']","['chinese black mushrooms', 'water', 'kombu', 'bonito flakes', 'eggs', 'heavy cream', 'shaoxing wine', 'oloroso sherry', 'soy sauce', 'kosher salt', 'sugar', 'asian sesame oil', 'flowering chinese chives', 'lump crabmeat', 'white pepper']",[0 0 0 ... 0 0 0]
